2022-05-16 14:05:450 INFO  SignInPage :72 - verify SignIn Link : Sign in
2022-05-17 23:05:790 INFO  HomePage :31 - clicking on women tab : [[ChromeDriver: chrome on WINDOWS (5b7f72905fd6c57f1cfbaf8af75b64bc)] -> xpath: (//a[@title='Women'])[1]]
2022-05-17 23:05:122 INFO  WomenCategoryPage :39 - selecting product : Printed Dress
2022-05-17 23:05:455 INFO  ProductPage :40 - Select quantity :3
2022-05-17 23:05:694 INFO  ProductPage :45 - select size : L
2022-05-17 23:05:867 INFO  ProductPage :68 - select Add to cart button :[[ChromeDriver: chrome on WINDOWS (5b7f72905fd6c57f1cfbaf8af75b64bc)] -> xpath: //span[normalize-space()='Add to cart']]
2022-05-17 23:05:963 INFO  ProductPage :72 - product added successfully message : [[ChromeDriver: chrome on WINDOWS (5b7f72905fd6c57f1cfbaf8af75b64bc)] -> xpath: //div[@class='clearfix']/div[1]/h2]
2022-05-17 23:05:166 INFO  ProductPage :76 - Closing the popup message : [[ChromeDriver: chrome on WINDOWS (5b7f72905fd6c57f1cfbaf8af75b64bc)] -> xpath: //div[@class='clearfix']/div[1]/h2]
2022-05-17 23:05:234 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 23:05:454 INFO  HomePage :31 - clicking on women tab : [[ChromeDriver: chrome on WINDOWS (493e8ffc016816eb3bc493658a01b4e4)] -> xpath: (//a[@title='Women'])[1]]
2022-05-17 23:05:401 INFO  WomenCategoryPage :39 - selecting product : Printed Chiffon Dress
2022-05-17 23:05:602 INFO  ProductPage :40 - Select quantity :4
2022-05-17 23:05:679 INFO  ProductPage :45 - select size : S
2022-05-17 23:05:774 INFO  ProductPage :68 - select Add to cart button :[[ChromeDriver: chrome on WINDOWS (493e8ffc016816eb3bc493658a01b4e4)] -> xpath: //span[normalize-space()='Add to cart']]
2022-05-17 23:05:835 INFO  ProductPage :72 - product added successfully message : [[ChromeDriver: chrome on WINDOWS (493e8ffc016816eb3bc493658a01b4e4)] -> xpath: //div[@class='clearfix']/div[1]/h2]
2022-05-17 23:05:38 INFO  ProductPage :76 - Closing the popup message : [[ChromeDriver: chrome on WINDOWS (493e8ffc016816eb3bc493658a01b4e4)] -> xpath: //div[@class='clearfix']/div[1]/h2]
2022-05-17 23:05:946 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 23:05:889 INFO  HomePage :31 - clicking on women tab : [[ChromeDriver: chrome on WINDOWS (12b9246b850a2ced6362b3dada32c836)] -> xpath: (//a[@title='Women'])[1]]
2022-05-17 23:05:227 INFO  WomenCategoryPage :39 - selecting product : Printed Summer Dress
2022-05-17 23:05:630 INFO  ProductPage :40 - Select quantity :2
2022-05-17 23:05:847 INFO  ProductPage :45 - select size : M
2022-05-17 23:05:989 INFO  ProductPage :68 - select Add to cart button :[[ChromeDriver: chrome on WINDOWS (12b9246b850a2ced6362b3dada32c836)] -> xpath: //span[normalize-space()='Add to cart']]
2022-05-17 23:05:141 INFO  ProductPage :72 - product added successfully message : [[ChromeDriver: chrome on WINDOWS (12b9246b850a2ced6362b3dada32c836)] -> xpath: //div[@class='clearfix']/div[1]/h2]
2022-05-17 23:05:935 INFO  ProductPage :76 - Closing the popup message : [[ChromeDriver: chrome on WINDOWS (12b9246b850a2ced6362b3dada32c836)] -> xpath: //div[@class='clearfix']/div[1]/h2]
2022-05-17 23:05:126 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 23:05:642 INFO  HomePage :25 - click on signIn link : Sign in
2022-05-17 23:05:135 INFO  SignInPage :93 - Enter email address : [[ChromeDriver: chrome on WINDOWS (719608972d6dfd4fc48b6081d4cfa515)] -> xpath: //input[@id='email_create']]
2022-05-17 23:05:201 INFO  SignInPage :96 - click on create account button : Create an account
2022-05-17 23:05:179 INFO  CreateAccountPage :110 - enter first name : [[ChromeDriver: chrome on WINDOWS (719608972d6dfd4fc48b6081d4cfa515)] -> id: customer_firstname]
2022-05-17 23:05:298 INFO  CreateAccountPage :115 - Enter last name : [[ChromeDriver: chrome on WINDOWS (719608972d6dfd4fc48b6081d4cfa515)] -> id: customer_lastname]
2022-05-17 23:05:426 INFO  CreateAccountPage :120 - Enter password : [[ChromeDriver: chrome on WINDOWS (719608972d6dfd4fc48b6081d4cfa515)] -> id: passwd]
2022-05-17 23:05:613 INFO  CreateAccountPage :125 - Enter Firstname : [[ChromeDriver: chrome on WINDOWS (719608972d6dfd4fc48b6081d4cfa515)] -> id: firstname]
2022-05-17 23:05:865 INFO  CreateAccountPage :130 - Enter address last name :[[ChromeDriver: chrome on WINDOWS (719608972d6dfd4fc48b6081d4cfa515)] -> id: lastname]
2022-05-17 23:05:64 INFO  CreateAccountPage :135 - Enter address : [[ChromeDriver: chrome on WINDOWS (719608972d6dfd4fc48b6081d4cfa515)] -> id: address1]
2022-05-17 23:05:228 INFO  CreateAccountPage :140 - Enter city : [[ChromeDriver: chrome on WINDOWS (719608972d6dfd4fc48b6081d4cfa515)] -> id: city]
2022-05-17 23:05:400 INFO  CreateAccountPage :145 - Select state : [[ChromeDriver: chrome on WINDOWS (719608972d6dfd4fc48b6081d4cfa515)] -> id: id_state]
2022-05-17 23:05:523 INFO  CreateAccountPage :150 - Select postal code : [[ChromeDriver: chrome on WINDOWS (719608972d6dfd4fc48b6081d4cfa515)] -> id: postcode]
2022-05-17 23:05:648 INFO  CreateAccountPage :160 - Enter mobile number : [[ChromeDriver: chrome on WINDOWS (719608972d6dfd4fc48b6081d4cfa515)] -> id: phone_mobile]
2022-05-17 23:05:844 INFO  CreateAccountPage :165 - Enter alias : 
2022-05-17 23:05:652 INFO  CreateAccountPage :169 - click on register button : [[ChromeDriver: chrome on WINDOWS (719608972d6dfd4fc48b6081d4cfa515)] -> id: submitAccount]
2022-05-17 23:05:705 INFO  CreateAccountPage :173 - Verify registration text : [[ChromeDriver: chrome on WINDOWS (719608972d6dfd4fc48b6081d4cfa515)] -> xpath: //h1[contains(text(),'My account')]]
2022-05-17 23:05:734 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 23:05:340 INFO  HomePage :25 - click on signIn link : Sign in
2022-05-17 23:05:858 INFO  SignInPage :57 - verify authentication message : AUTHENTICATION
2022-05-17 23:05:765 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 23:05:678 INFO  HomePage :25 - click on signIn link : Sign in
2022-05-17 23:05:234 INFO  SignInPage :62 - Enter username : [[ChromeDriver: chrome on WINDOWS (39b2c953fd3935c666ca2980550999eb)] -> xpath: //input[@id='email']]
2022-05-17 23:05:379 INFO  SignInPage :66 - Enter password : [[ChromeDriver: chrome on WINDOWS (39b2c953fd3935c666ca2980550999eb)] -> xpath: //input[@id='passwd']]
2022-05-17 23:05:439 INFO  SignInPage :69 - Click on Sign In Button : Sign in
2022-05-17 23:05:194 INFO  SignInPage :74 - Verify Error Message : An email address required.
2022-05-17 23:05:235 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 23:05:484 INFO  HomePage :25 - click on signIn link : Sign in
2022-05-17 23:05:864 INFO  SignInPage :62 - Enter username : [[ChromeDriver: chrome on WINDOWS (fdda15d6a275e83852e4a649d8a0a9a7)] -> xpath: //input[@id='email']]
2022-05-17 23:05:988 INFO  SignInPage :66 - Enter password : [[ChromeDriver: chrome on WINDOWS (fdda15d6a275e83852e4a649d8a0a9a7)] -> xpath: //input[@id='passwd']]
2022-05-17 23:05:39 INFO  SignInPage :69 - Click on Sign In Button : Sign in
2022-05-17 23:05:152 INFO  SignInPage :74 - Verify Error Message : Password is required.
2022-05-17 23:05:26 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 23:05:608 INFO  HomePage :25 - click on signIn link : Sign in
2022-05-17 23:05:726 INFO  SignInPage :62 - Enter username : [[ChromeDriver: chrome on WINDOWS (5dea16a217c5dfbc0372ac2c34b23a8d)] -> xpath: //input[@id='email']]
2022-05-17 23:05:844 INFO  SignInPage :66 - Enter password : [[ChromeDriver: chrome on WINDOWS (5dea16a217c5dfbc0372ac2c34b23a8d)] -> xpath: //input[@id='passwd']]
2022-05-17 23:05:888 INFO  SignInPage :69 - Click on Sign In Button : Sign in
2022-05-17 23:05:525 INFO  SignInPage :74 - Verify Error Message : Invalid email address.
2022-05-17 23:05:638 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 23:05:851 INFO  HomePage :25 - click on signIn link : Sign in
2022-05-17 23:05:122 INFO  SignInPage :62 - Enter username : [[ChromeDriver: chrome on WINDOWS (7b5a03e7dc03088717161a2470a56215)] -> xpath: //input[@id='email']]
2022-05-17 23:05:220 INFO  SignInPage :66 - Enter password : [[ChromeDriver: chrome on WINDOWS (7b5a03e7dc03088717161a2470a56215)] -> xpath: //input[@id='passwd']]
2022-05-17 23:05:262 INFO  SignInPage :69 - Click on Sign In Button : Sign in
2022-05-17 23:05:29 INFO  SignInPage :74 - Verify Error Message : Authentication failed.
2022-05-17 23:05:906 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 23:05:605 INFO  HomePage :25 - click on signIn link : Sign in
2022-05-17 23:05:543 INFO  SignInPage :62 - Enter username : [[ChromeDriver: chrome on WINDOWS (2867a288afd592867879580f74f53198)] -> xpath: //input[@id='email']]
2022-05-17 23:05:692 INFO  SignInPage :66 - Enter password : [[ChromeDriver: chrome on WINDOWS (2867a288afd592867879580f74f53198)] -> xpath: //input[@id='passwd']]
2022-05-17 23:05:741 INFO  SignInPage :69 - Click on Sign In Button : Sign in
2022-05-17 23:05:740 INFO  SignInPage :78 - Click on sign out button : Sign out
2022-05-17 23:05:453 INFO  SignInPage :82 - verify SignIn Link : Sign in
2022-05-17 23:05:533 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 23:05:308 INFO  HomePage :25 - click on signIn link : Sign in
2022-05-17 23:05:262 INFO  SignInPage :62 - Enter username : [[ChromeDriver: chrome on WINDOWS (0494c72b7c9675b248fa70b227c451f6)] -> xpath: //input[@id='email']]
2022-05-17 23:05:384 INFO  SignInPage :66 - Enter password : [[ChromeDriver: chrome on WINDOWS (0494c72b7c9675b248fa70b227c451f6)] -> xpath: //input[@id='passwd']]
2022-05-17 23:05:426 INFO  SignInPage :69 - Click on Sign In Button : Sign in
2022-05-17 23:05:873 INFO  SignInPage :87 - Sign out link is displayed : Sign out
2022-05-17 23:05:821 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 23:05:878 INFO  HomePage :31 - clicking on women tab : [[ChromeDriver: chrome on WINDOWS (ab46efdc995533e0819793ee0ecf6cb1)] -> xpath: (//a[@title='Women'])[1]]
2022-05-17 23:05:936 INFO  WomenCategoryPage :30 - verifying womens page text : Women
2022-05-17 23:05:263 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 23:05:226 INFO  HomePage :31 - clicking on women tab : [[ChromeDriver: chrome on WINDOWS (6e61c6aa9beec26b40e0990f00acccc7)] -> xpath: (//a[@title='Women'])[1]]
2022-05-17 23:05:235 INFO  WomenCategoryPage :39 - selecting product : Blouse
2022-05-17 23:05:497 INFO  ProductPage :40 - Select quantity :2
2022-05-17 23:05:683 INFO  ProductPage :45 - select size : M
2022-05-17 23:05:798 INFO  ProductPage :68 - select Add to cart button :[[ChromeDriver: chrome on WINDOWS (6e61c6aa9beec26b40e0990f00acccc7)] -> xpath: //span[normalize-space()='Add to cart']]
2022-05-17 23:05:879 INFO  ProductPage :72 - product added successfully message : [[ChromeDriver: chrome on WINDOWS (6e61c6aa9beec26b40e0990f00acccc7)] -> xpath: //div[@class='clearfix']/div[1]/h2]
2022-05-17 23:05:734 INFO  ProductPage :76 - Closing the popup message : [[ChromeDriver: chrome on WINDOWS (6e61c6aa9beec26b40e0990f00acccc7)] -> xpath: //div[@class='clearfix']/div[1]/h2]
2022-05-17 23:05:777 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 23:05:638 INFO  HomePage :31 - clicking on women tab : [[ChromeDriver: chrome on WINDOWS (fcb760675ee50441805708e1036d429f)] -> xpath: (//a[@title='Women'])[1]]
2022-05-17 23:05:191 INFO  WomenCategoryPage :39 - selecting product : Printed Dress
2022-05-17 23:05:394 INFO  ProductPage :40 - Select quantity :3
2022-05-17 23:05:534 INFO  ProductPage :45 - select size : L
2022-05-17 23:05:689 INFO  ProductPage :68 - select Add to cart button :[[ChromeDriver: chrome on WINDOWS (fcb760675ee50441805708e1036d429f)] -> xpath: //span[normalize-space()='Add to cart']]
2022-05-17 23:05:763 INFO  ProductPage :72 - product added successfully message : [[ChromeDriver: chrome on WINDOWS (fcb760675ee50441805708e1036d429f)] -> xpath: //div[@class='clearfix']/div[1]/h2]
2022-05-17 23:05:78 INFO  ProductPage :76 - Closing the popup message : [[ChromeDriver: chrome on WINDOWS (fcb760675ee50441805708e1036d429f)] -> xpath: //div[@class='clearfix']/div[1]/h2]
2022-05-17 23:05:37 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 23:05:101 INFO  HomePage :31 - clicking on women tab : [[ChromeDriver: chrome on WINDOWS (1fe09a1b44d3c408884b681a77920df8)] -> xpath: (//a[@title='Women'])[1]]
2022-05-17 23:05:575 INFO  WomenCategoryPage :39 - selecting product : Printed Chiffon Dress
2022-05-17 23:05:934 INFO  ProductPage :40 - Select quantity :4
2022-05-17 23:05:35 INFO  ProductPage :45 - select size : S
2022-05-17 23:05:183 INFO  ProductPage :68 - select Add to cart button :[[ChromeDriver: chrome on WINDOWS (1fe09a1b44d3c408884b681a77920df8)] -> xpath: //span[normalize-space()='Add to cart']]
2022-05-17 23:05:311 INFO  ProductPage :72 - product added successfully message : [[ChromeDriver: chrome on WINDOWS (1fe09a1b44d3c408884b681a77920df8)] -> xpath: //div[@class='clearfix']/div[1]/h2]
2022-05-17 23:05:436 INFO  ProductPage :76 - Closing the popup message : [[ChromeDriver: chrome on WINDOWS (1fe09a1b44d3c408884b681a77920df8)] -> xpath: //div[@class='clearfix']/div[1]/h2]
2022-05-17 23:05:923 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 23:05:758 INFO  HomePage :31 - clicking on women tab : [[ChromeDriver: chrome on WINDOWS (58267447a25f286bcf04c8f41f9ffeb7)] -> xpath: (//a[@title='Women'])[1]]
2022-05-17 23:05:64 INFO  WomenCategoryPage :39 - selecting product : Printed Summer Dress
2022-05-17 23:05:403 INFO  ProductPage :40 - Select quantity :2
2022-05-17 23:05:600 INFO  ProductPage :45 - select size : M
2022-05-17 23:05:799 INFO  ProductPage :68 - select Add to cart button :[[ChromeDriver: chrome on WINDOWS (58267447a25f286bcf04c8f41f9ffeb7)] -> xpath: //span[normalize-space()='Add to cart']]
2022-05-17 23:05:966 INFO  ProductPage :72 - product added successfully message : [[ChromeDriver: chrome on WINDOWS (58267447a25f286bcf04c8f41f9ffeb7)] -> xpath: //div[@class='clearfix']/div[1]/h2]
2022-05-17 23:05:833 INFO  ProductPage :76 - Closing the popup message : [[ChromeDriver: chrome on WINDOWS (58267447a25f286bcf04c8f41f9ffeb7)] -> xpath: //div[@class='clearfix']/div[1]/h2]
